dataset,dataset_idx,image_file,linguistic_phenomena,caption,answer,classes,split,original_split,classes_foil,mturk,foil,challenge_set,foil_method,grammaticality_scores,nli_scores,key,declarative_statement,declarative_statement_foils,provenance_of_foils,foiling_method,orig_caption,only_caption,local_img_path
coco2017,337846,000000159112.jpg,plurals,Two lemon slices garnish a food topping of a number of tomatoes and diced meat mixed with a white sauce and spread over crusty bread.,,tomatoes,,val,tomato,"{'foil': 0, 'caption': 3, 'other': 0}",Two lemon slices garnish a food topping of a single tomato and diced meat mixed with a white sauce and spread over crusty bread.,plurals.json,"checklist method, change NP to SG",[0.801125895320819],"{'entail': [0.0074372072704130005], 'neutral': [0.023823384195566], 'contradict': [0.96873939037323], 'pred': ['contradict']}",,,,,,Two lemon slices garnish a food topping of tomatoes and diced meat mixed with a white sauce and spread over crusty bread.,,images/coco2017/000000159112.jpg
coco2017,675637,000000104603.jpg,plurals,A black bear is walking on a open field next to a number of trees.,,trees,,val,tree,"{'foil': 1, 'caption': 2, 'other': 0}",A black bear is walking on a open field next to exactly one tree.,plurals.json,"checklist method, change NP to SG",[0.890318913919181],"{'entail': [0.0019695747178040002], 'neutral': [0.010458680801093], 'contradict': [0.9875717163085931], 'pred': ['contradict']}",,,,,,A black bear is walking on a open field next to some trees.,,images/coco2017/000000104603.jpg
coco2017,742000,000000001584.jpg,plurals,A double decker bus rolls along a number of streets.,,streets,,val,street,"{'foil': 3, 'caption': 0, 'other': 0}",A double decker bus rolls along a single street.,plurals.json,"checklist method, change NP to SG",[0.888248921679157],"{'entail': [0.012125653214752001], 'neutral': [0.020771518349647], 'contradict': [0.9671028852462761], 'pred': ['contradict']}",,,,,,A double decker bus rolls along the streets.,,images/coco2017/000000001584.jpg
coco2017,103510,000000107339.jpg,plurals,Some girls in a room are looking at something.,,girls,,val,girl,"{'foil': 2, 'caption': 1, 'other': 0}",A single girl in a room is looking at something.,plurals.json,"checklist method, change NP to SG",[0.833191253335618],"{'entail': [0.013623009435832], 'neutral': [0.018146485090255002], 'contradict': [0.968230545520782], 'pred': ['contradict']}",,,,,,Two girls in a room are looking at something.,,images/coco2017/000000107339.jpg
coco2017,133797,000000402783.jpg,plurals,Some slices of orange peels on a white plate.,,slices,,val,slice,"{'foil': 0, 'caption': 3, 'other': 0}",A single slice of orange peels on a white plate.,plurals.json,"checklist method, change NP to SG",[0.889233508766704],"{'entail': [0.01120186317712], 'neutral': [0.029028214514255003], 'contradict': [0.9597699046134941], 'pred': ['contradict']}",,,,,,Slices of orange peels on a white plate.,,images/coco2017/000000402783.jpg
coco2017,469194,000000570834.jpg,plurals,A white and silver subway train filled with a number of bicycles,,bicycles,,val,bicycle,"{'foil': 1, 'caption': 2, 'other': 0}",A white and silver subway train filled with a single bicycle,plurals.json,"checklist method, change NP to SG",[0.8053576236876051],"{'entail': [0.002281324472278], 'neutral': [0.006843415554612001], 'contradict': [0.9908753633499141], 'pred': ['contradict']}",,,,,,a white and silver subway train filled with several bicycles,,images/coco2017/000000570834.jpg
coco2017,228679,000000193245.jpg,plurals,A field beside a lake is occupied by a number of kite flyers.,,flyers,,val,flyer,"{'foil': 0, 'caption': 3, 'other': 0}",A field beside a lake is occupied by exactly one kite flyer.,plurals.json,"checklist method, change NP to SG",[0.853587143320743],"{'entail': [0.001261549768969], 'neutral': [0.008064840920269], 'contradict': [0.9906736016273491], 'pred': ['contradict']}",,,,,,A field beside a lake is occupied by many kite flyers.,,images/coco2017/000000193245.jpg
coco2017,695693,000000314914.jpg,plurals,Some signs describe which rules will be enforced.,,signs,,val,sign,"{'foil': 0, 'caption': 3, 'other': 0}",A single sign describes which rules will be enforced.,plurals.json,"checklist method, change NP to SG",[0.889117062099086],"{'entail': [0.011454436928033001], 'neutral': [0.028918325901031], 'contradict': [0.959627330303192], 'pred': ['contradict']}",,,,,,The signs describe which rules will be enforced.,,images/coco2017/000000314914.jpg
coco2017,400903,000000201025.jpg,plurals,Some elephants are walking through trees side by side.,,elephants,,val,elephant,"{'foil': 0, 'caption': 3, 'other': 0}",A single elephant is walking through trees side by side.,plurals.json,"checklist method, change NP to SG",[0.8606257978049131],"{'entail': [0.009321066550910001], 'neutral': [0.021880248561501003], 'contradict': [0.968798696994781], 'pred': ['contradict']}",,,,,,Two elephants are walking through trees side by side.,,images/coco2017/000000201025.jpg
coco2017,279064,000000273711.jpg,plurals,Some containers of food are on the table.,,containers,,val,container,"{'foil': 0, 'caption': 3, 'other': 0}",A single container of food is on the table.,plurals.json,"checklist method, change NP to SG",[0.8957396447672181],"{'entail': [0.010049510747194], 'neutral': [0.017845440655946003], 'contradict': [0.9721050858497621], 'pred': ['contradict']}",,,,,,Many containers of food are on the table.,,images/coco2017/000000273711.jpg
coco2017,244511,000000147498.jpg,plurals,"A number of birds fly around, above an empty beach",,birds,,val,bird,"{'foil': 0, 'caption': 3, 'other': 0}","A single bird flies around, above an empty beach",plurals.json,"checklist method, change NP to SG",[0.8805338442325591],"{'entail': [0.008948850445449], 'neutral': [0.016718165948987], 'contradict': [0.9743329286575311], 'pred': ['contradict']}",,,,,,"Many birds fly around, above an empty beach",,images/coco2017/000000147498.jpg
coco2017,602930,000000195918.jpg,plurals,The desk has a number of monitors and one laptop on it.,,monitors,,val,monitor,"{'foil': 1, 'caption': 2, 'other': 0}",The desk has exactly one monitor and one laptop on it.,plurals.json,"checklist method, change NP to SG",[0.800157149068851],"{'entail': [0.00423030462116], 'neutral': [0.007991138845682], 'contradict': [0.9877786040306091], 'pred': ['contradict']}",,,,,,The desk has two monitors and one laptop on it.,,images/coco2017/000000195918.jpg
coco2017,775060,000000052007.jpg,plurals,A number of people are boarding a bus parked at a stop.,,people,,val,person,"{'foil': 2, 'caption': 1, 'other': 0}",A single person is boarding a bus parked at a stop.,plurals.json,"checklist method, change NP to SG",[0.8394598370581481],"{'entail': [0.002733759582042], 'neutral': [0.011338695883750001], 'contradict': [0.985927581787109], 'pred': ['contradict']}",,,,,,People are boarding a bus parked at a stop.,,images/coco2017/000000052007.jpg
coco2017,742771,000000542127.jpg,plurals,A number of people perform flips on skis in front of a crowd.,,people,,val,person,"{'foil': 1, 'caption': 2, 'other': 0}",Exactly one person performs flips on skis in front of a crowd.,plurals.json,"checklist method, change NP to SG",[0.856239201434644],"{'entail': [0.0020830377470700003], 'neutral': [0.004362788051366], 'contradict': [0.993554234504699], 'pred': ['contradict']}",,,,,,Two people perform flips on skis in front of a crowd.,,images/coco2017/000000542127.jpg
coco2017,227856,000000167240.jpg,plurals,A blue vase with a number of orange floral patters sits in front of a map.,,patters,,val,patter,"{'foil': 3, 'caption': 0, 'other': 0}",A blue vase with a single orange floral patter sits in front of a map.,plurals.json,"checklist method, change NP to SG",[0.837394551766622],"{'entail': [0.00471412576735], 'neutral': [0.014043586328625], 'contradict': [0.9812422990798951], 'pred': ['contradict']}",,,,,,A blue vase with an orange floral patters sits in front of a map.,,images/coco2017/000000167240.jpg
coco2017,645987,000000090891.jpg,plurals,Some people sit in a room filled with bananas.,,people,,val,person,"{'foil': 0, 'caption': 3, 'other': 0}",A single person sits in a room filled with bananas.,plurals.json,"checklist method, change NP to SG",[0.869883937890179],"{'entail': [0.005887498147785], 'neutral': [0.016506953164935], 'contradict': [0.9776056408882141], 'pred': ['contradict']}",,,,,,Five people sit in a room filled with bananas.,,images/coco2017/000000090891.jpg
coco2017,806280,000000025393.jpg,plurals,Two men wearing some ties cross the street at night.,,ties,,val,tie,"{'foil': 1, 'caption': 2, 'other': 0}",Two men wearing a single tie cross the street at night.,plurals.json,"checklist method, change NP to SG",[0.900631183280797],"{'entail': [0.021657174453139003], 'neutral': [0.052782654762268004], 'contradict': [0.9255601763725281], 'pred': ['contradict']}",,,,,,Two men wearing ties cross the street at night.,,images/coco2017/000000025393.jpg
coco2017,276546,000000060899.jpg,plurals,A little boy has a hairbrush in a number of hands.,,hands,,val,hand,"{'foil': 1, 'caption': 2, 'other': 0}",A little boy has a hairbrush in exactly one hand.,plurals.json,"checklist method, change NP to SG",[0.8410306740227621],"{'entail': [0.0056718597188590006], 'neutral': [0.01647469215095], 'contradict': [0.9778533577919001], 'pred': ['contradict']}",,,,,,A little boy has a hairbrush in his hands.,,images/coco2017/000000060899.jpg
coco2017,313029,000000098633.jpg,plurals,The cake is topped with a number of whole strawberries.,,strawberries,,val,strawberry,"{'foil': 1, 'caption': 2, 'other': 0}",The cake is topped with exactly one whole strawberry.,plurals.json,"checklist method, change NP to SG",[0.877669383979751],"{'entail': [0.004044216591864], 'neutral': [0.012840387411415001], 'contradict': [0.9831153750419611], 'pred': ['contradict']}",,,,,,The cake is topped with five whole strawberries.,,images/coco2017/000000098633.jpg
coco2017,240412,000000163057.jpg,plurals,Some people fly kites in a large park in the middle of a city.,,people,,val,person,"{'foil': 0, 'caption': 3, 'other': 0}",A single person flies kites in a large park in the middle of a city.,plurals.json,"checklist method, change NP to SG",[0.8829235642277801],"{'entail': [0.007567180320620001], 'neutral': [0.029137581586837002], 'contradict': [0.9632952213287351], 'pred': ['contradict']}",,,,,,People fly kites in a large park in the middle of a city.,,images/coco2017/000000163057.jpg
coco2017,512174,000000300276.jpg,plurals,Two women are selling a number of cakes and other items inside of an outdoor stand.,,cakes,,val,cake,"{'foil': 0, 'caption': 3, 'other': 0}",Two women are selling exactly one cake and other items inside of an outdoor stand.,plurals.json,"checklist method, change NP to SG",[0.8761607620977121],"{'entail': [0.003620061092078], 'neutral': [0.016017923131585], 'contradict': [0.9803619384765621], 'pred': ['contradict']}",,,,,,Two women are selling cakes and other items inside of an outdoor stand.,,images/coco2017/000000300276.jpg
coco2017,453676,000000104572.jpg,plurals,"There is an empty tiled bathroom, with some sinks and two mirrors.",,sinks,,val,sink,"{'foil': 0, 'caption': 3, 'other': 0}","There is an empty tiled bathroom, with exactly one sink and two mirrors.",plurals.json,"checklist method, change NP to SG",[0.8944431266595031],"{'entail': [0.016690678894519], 'neutral': [0.07330403476953501], 'contradict': [0.910005271434783], 'pred': ['contradict']}",,,,,,"There is an empty tiled bathroom, with two sinks and two mirrors.",,images/coco2017/000000104572.jpg
coco2017,501573,000000463842.jpg,plurals,A single bed sits on a wood floor surrounded by a number of partially - filled bottles of colored liquid.,,bottles,,val,bottle,"{'foil': 0, 'caption': 3, 'other': 0}",A single bed sits on a wood floor surrounded by exactly one partially - filled bottle of colored liquid.,plurals.json,"checklist method, change NP to SG",[0.8640035201051861],"{'entail': [0.002386805601418], 'neutral': [0.007179788779467001], 'contradict': [0.990433454513549], 'pred': ['contradict']}",,,,,,A single bed sits on a wood floor surrounded by partially-filled bottles of colored liquid.,,images/coco2017/000000463842.jpg
coco2017,658161,000000044195.jpg,plurals,Some people are standing in the snow with a snow board.,,people,,val,person,"{'foil': 1, 'caption': 2, 'other': 0}",A single person is standing in the snow with a snow board.,plurals.json,"checklist method, change NP to SG",[0.8477283054817961],"{'entail': [0.010628667660057], 'neutral': [0.022052854299545], 'contradict': [0.9673184752464291], 'pred': ['contradict']}",,,,,,Two people are standing in the snow with a snow board.,,images/coco2017/000000044195.jpg
coco2017,434639,000000452321.jpg,plurals,A bus parked in front of a number of other buses.,,buses,,val,bus,"{'foil': 0, 'caption': 2, 'other': 1}",A bus parked in front of a single other bus.,plurals.json,"checklist method, change NP to SG",[0.8040383875031121],"{'entail': [0.007255054544657], 'neutral': [0.012617642991244], 'contradict': [0.9801272153854371], 'pred': ['contradict']}",,,,,,A bus parked in front of other buses.,,images/coco2017/000000452321.jpg
coco2017,657316,000000296224.jpg,plurals,A city bus is parked on the curb waiting for some people,,people,,val,person,"{'foil': 1, 'caption': 1, 'other': 1}",A city bus is parked on the curb waiting for a single person,plurals.json,"checklist method, change NP to SG",[0.839718139578535],"{'entail': [0.009021108038723], 'neutral': [0.054973043501377], 'contradict': [0.9360058307647701], 'pred': ['contradict']}",,,,,,A city bus is parked on the curb waiting for people,,images/coco2017/000000296224.jpg
coco2017,252897,000000553221.jpg,plurals,A man is suspended from some cables and has skis on his feet.,,cables,,val,cable,"{'foil': 0, 'caption': 3, 'other': 0}",A man is suspended from a single cable and has skis on his feet.,plurals.json,"checklist method, change NP to SG",[0.830927220980995],"{'entail': [0.07328630983829401], 'neutral': [0.096724271774291], 'contradict': [0.8299894332885741], 'pred': ['contradict']}",,,,,,A man is suspended from cables and has skis on his feet.,,images/coco2017/000000553221.jpg
coco2017,315002,000000480021.jpg,plurals,A painting of men riding on some motorcycles next to a gas station.,,motorcycles,,val,motorcycle,"{'foil': 0, 'caption': 3, 'other': 0}",A painting of men riding on exactly one motorcycle next to a gas station.,plurals.json,"checklist method, change NP to SG",[0.8023364380044781],"{'entail': [0.004256785847246001], 'neutral': [0.016572827473282002], 'contradict': [0.9791704416275021], 'pred': ['contradict']}",,,,,,A painting of men riding on motorcycles next to a gas station.,,images/coco2017/000000480021.jpg
coco2017,620757,000000177065.jpg,plurals,Some children are learning how to play tennis.,,children,,val,child,"{'foil': 1, 'caption': 2, 'other': 0}",Exactly one child is learning how to play tennis.,plurals.json,"checklist method, change NP to SG",[0.9000810086727241],"{'entail': [0.0038961886893950004], 'neutral': [0.015146589837968], 'contradict': [0.9809572696685791], 'pred': ['contradict']}",,,,,,The children are learning how to play tennis.,,images/coco2017/000000177065.jpg
coco2017,480046,000000459195.jpg,plurals,Some young adults rest while playing frisbee golf.,,adults,,val,adult,"{'foil': 0, 'caption': 3, 'other': 0}",A single young adult rests while playing frisbee golf.,plurals.json,"checklist method, change NP to SG",[0.837767913520662],"{'entail': [0.019899694249033], 'neutral': [0.037037465721368006], 'contradict': [0.9430628418922421], 'pred': ['contradict']}",,,,,,The young adults rest while playing Frisbee golf.,,images/coco2017/000000459195.jpg
coco2017,293597,000000096427.jpg,plurals,A number of young boys play tennis inside a gym,,boys,,val,boy,"{'foil': 0, 'caption': 3, 'other': 0}",A single young boy plays tennis inside a gym,plurals.json,"checklist method, change NP to SG",[0.9142031967639921],"{'entail': [0.007386267185211], 'neutral': [0.014315668493509001], 'contradict': [0.978298008441925], 'pred': ['contradict']}",,,,,,Two young boys play tennis inside a gym,,images/coco2017/000000096427.jpg
coco2017,406853,000000008844.jpg,plurals,A middle aged black woman is standing behind a table full of a number of bananas.,,bananas,,val,banana,"{'foil': 0, 'caption': 3, 'other': 0}",A middle aged black woman is standing behind a table full of a single banana.,plurals.json,"checklist method, change NP to SG",[0.898250573229688],"{'entail': [0.003367942990735], 'neutral': [0.010329707525670001], 'contradict': [0.986302375793457], 'pred': ['contradict']}",,,,,,A middle aged black woman is standing behind a table full of bananas.,,images/coco2017/000000008844.jpg
coco2017,493182,000000211069.jpg,plurals,Some giraffes are walking around near some bushes.,,bushes,,val,bush,"{'foil': 1, 'caption': 2, 'other': 0}",Some giraffes are walking around near a single bush.,plurals.json,"checklist method, change NP to SG",[0.819486180998179],"{'entail': [0.033976469188928], 'neutral': [0.184104844927787], 'contradict': [0.7819186449050901], 'pred': ['contradict']}",,,,,,Some giraffes are walking around near some bushes.,,images/coco2017/000000211069.jpg
coco2017,54046,000000509258.jpg,plurals,An old brick building has a number of florida direction signs in front.,,signs,,val,sign,"{'foil': 1, 'caption': 1, 'other': 1}",An old brick building has a single florida direction sign in front.,plurals.json,"checklist method, change NP to SG",[0.8287651283556211],"{'entail': [0.004981684498488], 'neutral': [0.019843397662043002], 'contradict': [0.9751749634742731], 'pred': ['contradict']}",,,,,,An old brick building has Florida direction signs in front.,,images/coco2017/000000509258.jpg
coco2017,5746,000000469246.jpg,plurals,A commuter train stops at a train station for some passengers.,,passengers,,val,passenger,"{'foil': 0, 'caption': 3, 'other': 0}",A commuter train stops at a train station for exactly one passenger.,plurals.json,"checklist method, change NP to SG",[0.8725663772418261],"{'entail': [0.003358276560902], 'neutral': [0.036107093095779], 'contradict': [0.960534572601318], 'pred': ['contradict']}",,,,,,A commuter train stops at a train station for passengers.,,images/coco2017/000000469246.jpg
coco2017,779382,000000186873.jpg,plurals,"A thick evergreen forest marks the boundary of a dark expanse of water, on which rests a long boat with packages at the rear and a number of people to the fore, several holding long oars.",,people,,val,person,"{'foil': 0, 'caption': 2, 'other': 1}","A thick evergreen forest marks the boundary of a dark expanse of water, on which rests a long boat with packages at the rear and exactly one person to the fore, several holding long oars.",plurals.json,"checklist method, change NP to SG",[0.8154351074827051],"{'entail': [0.000902930099982], 'neutral': [0.003428483149036], 'contradict': [0.995668649673461], 'pred': ['contradict']}",,,,,,"A thick evergreen forest marks the boundary of a dark expanse of water, on which rests a long boat with packages at the rear and people to the fore, several holding long oars.",,images/coco2017/000000186873.jpg
coco2017,286427,000000079188.jpg,plurals,Some giraffes are standing in the tall grass.,,giraffes,,val,giraffe,"{'foil': 0, 'caption': 3, 'other': 0}",Exactly one giraffe is standing in the tall grass.,plurals.json,"checklist method, change NP to SG",[0.8357024859975101],"{'entail': [0.0041546416468910006], 'neutral': [0.016455471515655], 'contradict': [0.9793899655342101], 'pred': ['contradict']}",,,,,,Two giraffes are standing in the tall grass.,,images/coco2017/000000079188.jpg
coco2017,500294,000000375763.jpg,plurals,A flock of sheep is crossing a grassy field with a number of trees behind them.,,trees,,val,tree,"{'foil': 0, 'caption': 3, 'other': 0}",A flock of sheep is crossing a grassy field with a single tree behind them.,plurals.json,"checklist method, change NP to SG",[0.858312655381245],"{'entail': [0.002191066509112], 'neutral': [0.006227130070328], 'contradict': [0.991581857204437], 'pred': ['contradict']}",,,,,,A flock of sheep is crossing a grassy field with trees behind them.,,images/coco2017/000000375763.jpg
coco2017,691480,000000507042.jpg,plurals,Some giraffes stand near the fence of their enclosure.,,giraffes,,val,giraffe,"{'foil': 1, 'caption': 2, 'other': 0}",Exactly one giraffe stands near the fence of its enclosure.,plurals.json,"checklist method, change NP to SG",[0.8661465633778],"{'entail': [0.005809473805129001], 'neutral': [0.014735013246536002], 'contradict': [0.979455471038818], 'pred': ['contradict']}",,,,,,Three giraffes stand near the fence of their enclosure.,,images/coco2017/000000507042.jpg
coco2017,758874,000000309467.jpg,plurals,Some people cross country skiing on a snow covered hill.,,people,,val,person,"{'foil': 0, 'caption': 3, 'other': 0}",Exactly one person crosses country skiing on a snow covered hill.,plurals.json,"checklist method, change NP to SG",[0.8521067347459931],"{'entail': [0.0032794061116870003], 'neutral': [0.010105762630701001], 'contradict': [0.9866148829460141], 'pred': ['contradict']}",,,,,,Two people cross country skiing on a snow covered hill.,,images/coco2017/000000309467.jpg
coco2017,425830,000000422706.jpg,plurals,A number of people are leaning over a railing on a boat,,people,,val,person,"{'foil': 1, 'caption': 2, 'other': 0}",A single person is leaning over a railing on a boat,plurals.json,"checklist method, change NP to SG",[0.8625575304032961],"{'entail': [0.008365687914192], 'neutral': [0.015595721080899001], 'contradict': [0.9760386347770691], 'pred': ['contradict']}",,,,,,some people are leaning over a railing on a boat,,images/coco2017/000000422706.jpg
coco2017,373385,000000560256.jpg,plurals,"Assorted vegetables are displayed at a fruit stand including a number of bananas, oranges, apples, and cherries.",,bananas,,val,banana,"{'foil': 0, 'caption': 3, 'other': 0}","Assorted vegetables are displayed at a fruit stand including exactly one banana, oranges, apples, and cherries.",plurals.json,"checklist method, change NP to SG",[0.8666948482379301],"{'entail': [0.0019155311165370001], 'neutral': [0.008300501853227001], 'contradict': [0.989784061908721], 'pred': ['contradict']}",,,,,,"Assorted vegetables are displayed at a fruit stand including bananas, oranges, apples, and cherries.",,images/coco2017/000000560256.jpg
coco2017,828850,000000511999.jpg,plurals,Two men in some orange vests are next to a train.,,vests,,val,vest,"{'foil': 0, 'caption': 3, 'other': 0}",Two men in exactly one orange vest are next to a train.,plurals.json,"checklist method, change NP to SG",[0.8250932732556361],"{'entail': [0.015825539827346], 'neutral': [0.048195440322160006], 'contradict': [0.935979008674621], 'pred': ['contradict']}",,,,,,Two men in orange vests are next to a train.,,images/coco2017/000000511999.jpg
coco2017,28968,000000187513.jpg,plurals,A bathroom with a number of green walls and a toilet and a shower.,,walls,,val,wall,"{'foil': 0, 'caption': 3, 'other': 0}",A bathroom with a single green wall and a toilet and a shower.,plurals.json,"checklist method, change NP to SG",[0.845747444257065],"{'entail': [0.005662015173584001], 'neutral': [0.015615651383996001], 'contradict': [0.978722393512725], 'pred': ['contradict']}",,,,,,A bathroom with green walls and a toilet and a shower.,,images/coco2017/000000187513.jpg
coco2017,485819,000000373353.jpg,plurals,People are crossing the street in a number of directions.,,directions,,val,direction,"{'foil': 1, 'caption': 2, 'other': 0}",People are crossing the street in exactly one direction.,plurals.json,"checklist method, change NP to SG",[0.891533672809603],"{'entail': [0.002575772581622], 'neutral': [0.009414016269147], 'contradict': [0.9880102276802061], 'pred': ['contradict']}",,,,,,People are crossing the street in both directions.,,images/coco2017/000000373353.jpg
coco2017,738242,000000505573.jpg,plurals,A dog sits on a step perking a number of ears up,,ears,,val,ear,"{'foil': 0, 'caption': 3, 'other': 0}",A dog sits on a step perking exactly one ear up,plurals.json,"checklist method, change NP to SG",[0.8074831664677551],"{'entail': [0.0043815523386], 'neutral': [0.027639627456665], 'contradict': [0.9679788351058961], 'pred': ['contradict']}",,,,,,a dog sits on a step perking its ears up,,images/coco2017/000000505573.jpg
coco2017,84456,000000392933.jpg,plurals,A giraffe is standing on a pile of logs in a grassy field next to a number of trees.,,trees,,val,tree,"{'foil': 0, 'caption': 3, 'other': 0}",A giraffe is standing on a pile of logs in a grassy field next to exactly one tree.,plurals.json,"checklist method, change NP to SG",[0.866022021706431],"{'entail': [0.002578584011644], 'neutral': [0.015289856120944], 'contradict': [0.9821316003799431], 'pred': ['contradict']}",,,,,,A giraffe is standing on a pile of logs in a grassy field next to trees.,,images/coco2017/000000392933.jpg
coco2017,441684,000000226903.jpg,plurals,A variety of desserts are being displayed for a number of people to enjoy.,,people,,val,person,"{'foil': 1, 'caption': 2, 'other': 0}",A variety of desserts are being displayed for a single person to enjoy.,plurals.json,"checklist method, change NP to SG",[0.866934825393142],"{'entail': [0.008181859739124001], 'neutral': [0.021186830475926], 'contradict': [0.9706313014030451], 'pred': ['contradict']}",,,,,,A variety of desserts are being displayed for people to enjoy.,,images/coco2017/000000226903.jpg
coco2017,315428,000000480021.jpg,plurals,"A vintage, colored drawing of people on a number of motorcycles pulled into a gas station.",,motorcycles,,val,motorcycle,"{'foil': 1, 'caption': 2, 'other': 0}","A vintage, colored drawing of people on a single motorcycle pulled into a gas station.",plurals.json,"checklist method, change NP to SG",[0.8570784749912941],"{'entail': [0.003890175139531], 'neutral': [0.008536510169506], 'contradict': [0.987573206424713], 'pred': ['contradict']}",,,,,,"A vintage, colored drawing of people on motorcycles pulled into a gas station.",,images/coco2017/000000480021.jpg
coco2017,562349,000000537270.jpg,plurals,A number of people at a desk are looking at their phones.,,people,,val,person,"{'foil': 0, 'caption': 3, 'other': 0}",A single person at a desk is looking at its phone.,plurals.json,"checklist method, change NP to SG",[0.8258503199224161],"{'entail': [0.010743843391537], 'neutral': [0.012230588123202001], 'contradict': [0.9770256280899041], 'pred': ['contradict']}",,,,,,Three people at a desk are looking at their phones.,,images/coco2017/000000537270.jpg
coco2017,813518,000000376307.jpg,plurals,Some women sit near the blender next to a table covered in fruit.,,women,,val,woman,"{'foil': 2, 'caption': 1, 'other': 0}",A single woman sits near the blender next to a table covered in fruit.,plurals.json,"checklist method, change NP to SG",[0.8539555755931441],"{'entail': [0.008469398133456001], 'neutral': [0.015559538267552001], 'contradict': [0.975971043109893], 'pred': ['contradict']}",,,,,,The two women sit near the blender next to a table covered in fruit.,,images/coco2017/000000376307.jpg
coco2017,620633,000000516601.jpg,plurals,Some snow skiers are on top of a mountain.,,skiers,,val,skier,"{'foil': 0, 'caption': 3, 'other': 0}",A single snow skier is on top of a mountain.,plurals.json,"checklist method, change NP to SG",[0.8503619741888111],"{'entail': [0.010383358225226002], 'neutral': [0.026460476219654003], 'contradict': [0.963156223297119], 'pred': ['contradict']}",,,,,,Several snow skiers are on top of a mountain.,,images/coco2017/000000516601.jpg
coco2017,25941,000000039405.jpg,plurals,A tennis match of some doubles is taking place in a full stadium,,doubles,,val,double,"{'foil': 2, 'caption': 0, 'other': 1}",A tennis match of a single double is taking place in a full stadium,plurals.json,"checklist method, change NP to SG",[0.8576760811161851],"{'entail': [0.007899191230535], 'neutral': [0.027295220643281003], 'contradict': [0.9648056626319881], 'pred': ['contradict']}",,,,,,A tennis match of doubles is taking place in a full stadium,,images/coco2017/000000039405.jpg
coco2017,466162,000000396338.jpg,plurals,A number of men are walking near passing trucks and cars.,,men,,val,man,"{'foil': 0, 'caption': 3, 'other': 0}",Exactly one man is walking near passing trucks and cars.,plurals.json,"checklist method, change NP to SG",[0.8386728764455371],"{'entail': [0.001552989473566], 'neutral': [0.006675914861261001], 'contradict': [0.9917710423469541], 'pred': ['contradict']}",,,,,,Three men are walking near passing trucks and cars.,,images/coco2017/000000396338.jpg
coco2017,428068,000000535523.jpg,plurals,There are some people using machinery to make donuts.,,people,,val,person,"{'foil': 2, 'caption': 1, 'other': 0}",There is a single person using machinery to make donuts.,plurals.json,"checklist method, change NP to SG",[0.8433027021100981],"{'entail': [0.005600592121481], 'neutral': [0.021531790494918], 'contradict': [0.9728676676750181], 'pred': ['contradict']}",,,,,,There are people using machinery to make donuts.,,images/coco2017/000000535523.jpg
coco2017,327352,000000552371.jpg,plurals,"Two horses stand outside in their corral, with some mountains in the background.",,mountains,,val,mountain,"{'foil': 1, 'caption': 2, 'other': 0}","Two horses stand outside in their corral, with a single mountain in the background.",plurals.json,"checklist method, change NP to SG",[0.8320338072459721],"{'entail': [0.013765272684395001], 'neutral': [0.039911359548568004], 'contradict': [0.9463233947753901], 'pred': ['contradict']}",,,,,,"Two horses stand outside in their corral, with mountains in the background.",,images/coco2017/000000552371.jpg
coco2017,362002,000000340015.jpg,plurals,A pizza with ingredients that include tomatoes and a number of meatballs.,,meatballs,,val,meatball,"{'foil': 0, 'caption': 3, 'other': 0}",A pizza with ingredients that include tomatoes and exactly one meatball.,plurals.json,"checklist method, change NP to SG",[0.800694971715825],"{'entail': [0.0014421598752960001], 'neutral': [0.011342195793986001], 'contradict': [0.9872157573699951], 'pred': ['contradict']}",,,,,,A pizza with ingredients that include tomatoes and meatballs.,,images/coco2017/000000340015.jpg
coco2017,156314,000000142790.jpg,plurals,A ski is laying loose while some people struggle to get up.,,people,,val,person,"{'foil': 0, 'caption': 3, 'other': 0}",A ski is laying loose while a single person struggles to get up.,plurals.json,"checklist method, change NP to SG",[0.8259407417346221],"{'entail': [0.020884169265627], 'neutral': [0.05764284357428501], 'contradict': [0.92147296667099], 'pred': ['contradict']}",,,,,,A ski is laying loose while two people struggle to get up.,,images/coco2017/000000142790.jpg
coco2017,696304,000000156076.jpg,plurals,The men are enjoying some very large pizzas.,,pizzas,,val,pizza,"{'foil': 0, 'caption': 3, 'other': 0}",The men are enjoying a single very large pizza.,plurals.json,"checklist method, change NP to SG",[0.892379136520507],"{'entail': [0.033405300229787], 'neutral': [0.043808773159980004], 'contradict': [0.9227858781814571], 'pred': ['contradict']}",,,,,,The men are enjoying the very large pizzas.,,images/coco2017/000000156076.jpg
coco2017,236724,000000209222.jpg,plurals,Some people are sitting on the benches and relaxing.,,people,,val,person,"{'foil': 1, 'caption': 2, 'other': 0}",A single person is sitting on the benches and relaxing.,plurals.json,"checklist method, change NP to SG",[0.810127289335639],"{'entail': [0.008893824182450001], 'neutral': [0.020103434100747], 'contradict': [0.9710026979446411], 'pred': ['contradict']}",,,,,,Some people are sitting on the benches and relaxing.,,images/coco2017/000000209222.jpg
